school page,school link 
The University of Dallas,http://www.studentsreview.com/TX/UD.html
The University of Houston,http://www.studentsreview.com/TX/UH.html
The University of Mary Hardin Baylor,http://www.studentsreview.com/TX/UMH.html
The University of North Texas,http://www.studentsreview.com/TX/UNT.html
The University of St Thomas,http://www.studentsreview.com/TX/UST.html
The University of Texas - Austin,http://www.studentsreview.com/TX/UTAu.html
University of the Incarnate Word,http://www.studentsreview.com/TX/UOTIW.html
Wayland Baptist University,http://www.studentsreview.com/TX/WBU.html
West Texas A & M University,http://www.studentsreview.com/TX/WTAU.html
Baylor University,http://www.studentsreview.com/TX/BCD.html
Texas A & M University - Commerce,http://www.studentsreview.com/TX/TAUC.html
Texas A & M University - Corpus Christi,http://www.studentsreview.com/TX/TAUCC.html
Texas A & M University - Kingsville,http://www.studentsreview.com/TX/TAUK.html
Texas A & M University - Texarkana,http://www.studentsreview.com/TX/TAMUT.html
The University of Houston - Victoria,http://www.studentsreview.com/TX/UOHV.html
The University of Houston Clear Lake,http://www.studentsreview.com/TX/UOHCL.html
The University of Houston Downtown,http://www.studentsreview.com/TX/UOHD.html
The University of Texas - Arlington,http://www.studentsreview.com/TX/UTAr.html
The University of Texas - Brownsville,http://www.studentsreview.com/TX/UTB.html
Abilene Christian University,http://www.studentsreview.com/TX/ACU.html
Angelo State University,http://www.studentsreview.com/TX/ASU.html
East Texas Baptist University,http://www.studentsreview.com/TX/ETBU.html
Hardin Simmons University,http://www.studentsreview.com/TX/HSU.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Lamar University,http://www.studentsreview.com/TX/LUB.html
Lubbock Christian University,http://www.studentsreview.com/TX/LCU.html
McMurry University,http://www.studentsreview.com/TX/MMU.html
Midwestern State University,http://www.studentsreview.com/TX/MSU.html
Our Lady of the Lake University,http://www.studentsreview.com/TX/OLtLU.html
Prairie View A & M University,http://www.studentsreview.com/TX/PVAU.html
Sam Houston State University,http://www.studentsreview.com/TX/SHSU.html
Schreiner University,http://www.studentsreview.com/TX/SC.html
Southwestern Adventist University,http://www.studentsreview.com/TX/SAC.html
Stephen F Austin State University,http://www.studentsreview.com/TX/SFASU.html
Tarleton State University,http://www.studentsreview.com/TX/TSU.html
Texas A & M International University,http://www.studentsreview.com/TX/TAIU.html
Texas Christian University,http://www.studentsreview.com/TX/TCU.html
Texas State University,http://www.studentsreview.com/TX/STSU.html
Texas Tech University Health Sciences Center,http://www.studentsreview.com/TX/TTUHSC.html
Abilene Christian University,http://www.studentsreview.com/TX/ACU.html
Angelo State University,http://www.studentsreview.com/TX/ASU.html
Austin College,http://www.studentsreview.com/TX/AC.html
Dallas Baptist University,http://www.studentsreview.com/TX/DBU.html
East Texas Baptist University,http://www.studentsreview.com/TX/ETBU.html
Hardin Simmons University,http://www.studentsreview.com/TX/HSU.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Howard Payne University,http://www.studentsreview.com/TX/HPU.html
Huston Tillotson University,http://www.studentsreview.com/TX/HTC.html
Jarvis Christian College,http://www.studentsreview.com/TX/JCC.html
Lamar University,http://www.studentsreview.com/TX/LUB.html
LeTourneau University,http://www.studentsreview.com/TX/LTU.html
Lubbock Christian University,http://www.studentsreview.com/TX/LCU.html
McMurry University,http://www.studentsreview.com/TX/MMU.html
Midwestern State University,http://www.studentsreview.com/TX/MSU.html
Our Lady of the Lake University,http://www.studentsreview.com/TX/OLtLU.html
Paul Quinn College,http://www.studentsreview.com/TX/PQC.html
Prairie View A & M University,http://www.studentsreview.com/TX/PVAU.html
Rice University,http://www.studentsreview.com/TX/RU.html
Saint Edward's University,http://www.studentsreview.com/TX/SEU.html
Austin College,http://www.studentsreview.com/TX/AC.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Howard Payne University,http://www.studentsreview.com/TX/HPU.html
Rice University,http://www.studentsreview.com/TX/RU.html
Southwestern University,http://www.studentsreview.com/TX/SU.html
St Mary's University,http://www.studentsreview.com/TX/SMU.html
Texas A & M University - College Station,http://www.studentsreview.com/TX/TAUCS.html
Texas Tech University,http://www.studentsreview.com/TX/TTU.html
Trinity University,http://www.studentsreview.com/TX/TUS.html
The University of Dallas,http://www.studentsreview.com/TX/UD.html
The University of Houston,http://www.studentsreview.com/TX/UH.html
The University of North Texas,http://www.studentsreview.com/TX/UNT.html
The University of Texas - Austin,http://www.studentsreview.com/TX/UTAu.html
Baylor University,http://www.studentsreview.com/TX/BCD.html
The University of Texas - Arlington,http://www.studentsreview.com/TX/UTAr.html
The University of Texas - El Paso,http://www.studentsreview.com/TX/UTEP.html
The University of Texas - San Antonio,http://www.studentsreview.com/TX/UOTASA.html
Angelo State University,http://www.studentsreview.com/TX/ASU.html
Dallas Baptist University,http://www.studentsreview.com/TX/DBU.html
Hardin Simmons University,http://www.studentsreview.com/TX/HSU.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Huston Tillotson University,http://www.studentsreview.com/TX/HTC.html
Lamar University,http://www.studentsreview.com/TX/LUB.html
LeTourneau University,http://www.studentsreview.com/TX/LTU.html
Lubbock Christian University,http://www.studentsreview.com/TX/LCU.html
McMurry University,http://www.studentsreview.com/TX/MMU.html
Midwestern State University,http://www.studentsreview.com/TX/MSU.html
Our Lady of the Lake University,http://www.studentsreview.com/TX/OLtLU.html
Rice University,http://www.studentsreview.com/TX/RU.html
Saint Edward's University,http://www.studentsreview.com/TX/SEU.html
Sam Houston State University,http://www.studentsreview.com/TX/SHSU.html
Schreiner University,http://www.studentsreview.com/TX/SC.html
Southwestern Adventist University,http://www.studentsreview.com/TX/SAC.html
Southwestern University,http://www.studentsreview.com/TX/SU.html
St Mary's University,http://www.studentsreview.com/TX/SMU.html
Stephen F Austin State University,http://www.studentsreview.com/TX/SFASU.html
Sul Ross State University,http://www.studentsreview.com/TX/SRSU.html
The University of Texas - Austin,http://www.studentsreview.com/TX/UTAu.html
University of the Incarnate Word,http://www.studentsreview.com/TX/UOTIW.html
West Texas A & M University,http://www.studentsreview.com/TX/WTAU.html
Baylor University,http://www.studentsreview.com/TX/BCD.html
Texas A & M University - Commerce,http://www.studentsreview.com/TX/TAUC.html
Texas A & M University - Corpus Christi,http://www.studentsreview.com/TX/TAUCC.html
Texas A & M University - Kingsville,http://www.studentsreview.com/TX/TAUK.html
Texas A & M University - Texarkana,http://www.studentsreview.com/TX/TAMUT.html
The University of Houston Clear Lake,http://www.studentsreview.com/TX/UOHCL.html
The University of Houston Downtown,http://www.studentsreview.com/TX/UOHD.html
The University of Texas - Arlington,http://www.studentsreview.com/TX/UTAr.html
The University of Texas - Brownsville,http://www.studentsreview.com/TX/UTB.html
The University of Texas - El Paso,http://www.studentsreview.com/TX/UTEP.html
The University of Texas - San Antonio,http://www.studentsreview.com/TX/UOTASA.html
The University of Texas - Tyler,http://www.studentsreview.com/TX/UTHCT.html
The University of Texas Dallas,http://www.studentsreview.com/TX/UTR.html
University of Texas of the Permian Basin,http://www.studentsreview.com/TX/UTtPB.html
The University of Texas Pan American,http://www.studentsreview.com/TX/UTE.html
Abilene Christian University,http://www.studentsreview.com/TX/ACU.html
Angelo State University,http://www.studentsreview.com/TX/ASU.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Midwestern State University,http://www.studentsreview.com/TX/MSU.html
Our Lady of the Lake University,http://www.studentsreview.com/TX/OLtLU.html
Southern Methodist University,http://www.studentsreview.com/TX/SMU0.html
Southwestern Adventist University,http://www.studentsreview.com/TX/SAC.html
Stephen F Austin State University,http://www.studentsreview.com/TX/SFASU.html
Texas A & M University - College Station,http://www.studentsreview.com/TX/TAUCS.html
Texas Christian University,http://www.studentsreview.com/TX/TCU.html
Texas Southern University,http://www.studentsreview.com/TX/TSU0.html
Texas State University,http://www.studentsreview.com/TX/STSU.html
Texas Tech University,http://www.studentsreview.com/TX/TTU.html
Texas Wesleyan University,http://www.studentsreview.com/TX/TWUF.html
The University of Houston,http://www.studentsreview.com/TX/UH.html
The University of North Texas,http://www.studentsreview.com/TX/UNT.html
The University of St Thomas,http://www.studentsreview.com/TX/UST.html
The University of Texas - Austin,http://www.studentsreview.com/TX/UTAu.html
University of the Incarnate Word,http://www.studentsreview.com/TX/UOTIW.html
West Texas A & M University,http://www.studentsreview.com/TX/WTAU.html
Abilene Christian University,http://www.studentsreview.com/TX/ACU.html
The Art Institute of Austin,http://www.studentsreview.com/TX/AIA.html
The Art Institute of Houston,http://www.studentsreview.com/TX/AIOH.html
South University The Art Institute of Dallas,http://www.studentsreview.com/TX/AIOD.html
Texas Christian University,http://www.studentsreview.com/TX/TCU.html
Texas State University,http://www.studentsreview.com/TX/STSU.html
The University of Texas - Austin,http://www.studentsreview.com/TX/UTAu.html
University of the Incarnate Word,http://www.studentsreview.com/TX/UOTIW.html
Baylor University,http://www.studentsreview.com/TX/BCD.html
University of Texas of the Permian Basin,http://www.studentsreview.com/TX/UTtPB.html
The University of Texas Pan American,http://www.studentsreview.com/TX/UTE.html
Texas A & M University - College Station,http://www.studentsreview.com/TX/TAUCS.html
The University of Texas Health Science Center - San Antonio,http://www.studentsreview.com/TX/UTHSCSA.html
The University of Texas M D Anderson Cancer Center,http://www.studentsreview.com/TX/UTMDACC.html
Abilene Christian University,http://www.studentsreview.com/TX/ACU.html
Angelo State University,http://www.studentsreview.com/TX/ASU.html
Austin College,http://www.studentsreview.com/TX/AC.html
Dallas Baptist University,http://www.studentsreview.com/TX/DBU.html
East Texas Baptist University,http://www.studentsreview.com/TX/ETBU.html
Hardin Simmons University,http://www.studentsreview.com/TX/HSU.html
Houston Baptist University,http://www.studentsreview.com/TX/HBU.html
Howard Payne University,http://www.studentsreview.com/TX/HPU.html
Huston Tillotson University,http://www.studentsreview.com/TX/HTC.html
Jarvis Christian College,http://www.studentsreview.com/TX/JCC.html
Lamar University,http://www.studentsreview.com/TX/LUB.html
LeTourneau University,http://www.studentsreview.com/TX/LTU.html
Lubbock Christian University,http://www.studentsreview.com/TX/LCU.html
McMurry University,http://www.studentsreview.com/TX/MMU.html
Midwestern State University,http://www.studentsreview.com/TX/MSU.html
